timestamp,condition,ins_type,strike_price,expiry,price,type,buy_or_sell,status,pnl,balance
05-03-19 15:30,weekly closing,PE,10900,07-03-19,19.95,1,sell,closed,17.6,173.75
05-03-19 15:30,weekly reopening,PE,10750,14-03-19,30.65,1,sell,open,-,173.75
07-03-19 9:36,Profit Premimum below 15,PE,10750,14-03-19,15,1,sell,closed,15.65,189.4
07-03-19 9:36,Profit Premimum below 15; bying again,PE,10850,14-03-19,28.05,1,sell,open,-,189.4
08-03-19 11:24,Profit Premimum below 15,PE,10850,14-03-19,15,1,sell,closed,13.05,202.45
08-03-19 11:24,Profit Premimum below 15; bying again,PE,10950,14-03-19,35.05,1,sell,open,-,202.45
11-03-19 9:30,Profit Premimum below 15,PE,10950,14-03-19,12,1,sell,closed,23.05,225.5
11-03-19 9:30,Profit Premimum below 15; bying again,PE,11050,14-03-19,34.75,1,sell,open,-,225.5
11-03-19 15:30,weekly closing,PE,11050,14-03-19,17.5,1,sell,closed,17.25,242.75
22-03-19 13:15,60 < RSI-D; crossover 55,PE,11400,28-03-19,28.15,1,sell,open,-,242.75
22-03-19 14:15,premimum > 40; type2 purchase,CE,11600,28-03-19,23.1,2,sell,open,-,242.75
22-03-19 14:15,premimum > 40; type2 purchase (Hedging),CE,11750,28-03-19,4.6,2,buy,open,-,242.75
22-03-19 14:15,premimum > 40; type2 purchase,CE,11600,28-03-19,23.1,1,sell,open,-,242.75
25-03-19 9:30,Profit Premimum below 15,CE,11600,28-03-19,7.85,2,sell,closed,15.25,258
25-03-19 9:30,Profit Premimum below 15,CE,11600,28-03-19,7.85,1,sell,closed,15.25,273.25
25-03-19 9:30,Profit Premimum below 15; bying again,CE,11500,28-03-19,23.1,1,sell,open,-,273.25
25-03-19 11:15,60 < RSI-D; RSI-H < 35,PE,11400,28-03-19,79.4,1,sell,closed,-51.25,222
25-03-19 13:35,Profit Premimum below 15,CE,11500,28-03-19,14.9,1,sell,closed,8.2,230.2
25-03-19 13:35,Profit Premimum below 15; bying again,CE,11450,28-03-19,23.35,1,sell,open,-,230.2
25-03-19 15:30,weekly closing,CE,11750,28-03-19,1.7,2,buy,closed,-2.9,227.3
25-03-19 15:30,weekly closing,CE,11450,28-03-19,26.2,1,sell,closed,-2.85,224.45
25-03-19 15:30,weekly reopening,CE,11600,04-04-19,34.55,1,sell,open,-,224.45
26-03-19 14:27,premimum > 40; type2 purchase,PE,11250,04-04-19,34.1,2,sell,open,-,224.45
26-03-19 14:27,premimum > 40; type2 purchase,PE,11250,04-04-19,34.1,1,sell,open,-,224.45
28-03-19 9:55,Profit Premimum below 15,PE,11250,04-04-19,14.35,2,sell,closed,19.75,244.2
28-03-19 9:55,Profit Premimum below 15,PE,11250,04-04-19,14.35,1,sell,closed,19.75,263.95
